K01623,K00128
K01623,K00002
K01623,K00134
K01623,K01803
K01623,K00850
K01623,K03841
K01623,K00150
K01623,K03738
K01623,K01625
K01623,K01619
K01623,K00615
K01623,K00616
K01623,K01621
K01623,K00011
K01623,K01629
K01623,K02768
K01623,K00895
K01623,K00882
K01623,K01631
K01623,K01626
K01623,K00863
K01623,K00057
K01623,K00111
K01623,K00096
K01623,K01734
K01623,K01632
K01623,K01662
K01623,K08681
K01623,K06215
K01623,K03472
K01623,K03517
K01623,K01624
K01623,K10705
K01623,K02446
K01623,K04041
K01623,K02769
K01623,K02770
K01623,K08302
K01623,K03856
K01623,K13853
K01623,K05878
K01623,K05879
K01623,K00112
K01623,K00113
K00128,K01623
K00128,K01568
K00128,K00002
K00128,K00382
K00128,K04022
K00128,K03738
K00128,K01895
K00128,K00174
K00128,K00164
K00128,K00658
K00128,K00031
K00128,K00030
K00128,K00011
K00128,K01706
K00128,K00264
K00128,K00260
K00128,K00261
K00128,K00262
K00128,K01580
K00128,K00018
K00128,K00049
K00128,K01738
K00128,K12339
K00128,K00822
K00128,K01655
K00128,K09473
K00128,K08660
K00128,K01666
K00128,K01560
K00128,K00132
K00128,K04103
K00128,K00812
K00128,K01918
K00128,K01579
K00128,K00925
K00128,K06193
K00128,K05306
K00128,K03735
K00128,K01026
K00128,K13953
K00128,K00015
K00128,K00050
K00128,K00042
K00128,K00284
K00128,K00109
K00128,K00121
K00128,K00823
K00128,K00811
K00128,K01624
K00128,K13954
K00128,K00001
K00128,K04072
K00128,K00175
K00128,K00177
K00128,K00176
K00128,K00813
K00128,K11358
K00128,K14260
K00128,K00265
K00128,K00266
K00128,K07250
K00128,K00865
K00128,K12972
K00128,K04021
K00128,K03736
K00128,K04019
K01568,K00128
K01568,K00002
K01568,K00163
K01568,K04022
K01568,K01652
K01568,K01666
K01568,K00132
K01568,K05306
K01568,K03735
K01568,K13953
K01568,K00121
K01568,K13954
K01568,K00001
K01568,K04072
K01568,K00161
K01568,K00162
K01568,K01653
K01568,K11258
K01568,K04021
K01568,K03736
K01568,K04019
K00002,K01623
K00002,K00128
K00002,K01568
K00002,K04022
K00002,K03738
K00002,K01053
K00002,K00011
K00002,K01666
K00002,K00132
K00002,K05306
K00002,K01054
K00002,K00864
K00002,K00005
K00002,K06120
K00002,K03735
K00002,K13953
K00002,K00121
K00002,K01624
K00002,K13954
K00002,K00001
K00002,K04072
K00002,K07406
K00002,K07407
K00002,K04021
K00002,K06121
K00002,K03736
K00002,K04019
K00163,K01568
K00163,K00627
K00163,K00016
K00163,K00873
K00163,K00382
K00163,K00169
K00163,K01895
K00163,K00164
K00163,K01647
K00163,K01958
K00163,K01643
K00163,K01625
K00163,K00100
K00163,K01630
K00163,K00648
K00163,K11533
K00163,K01961
K00163,K00626
K00163,K00632
K00163,K00259
K00163,K00830
K00163,K01758
K00163,K01754
K00163,K01752
K00163,K01753
K00163,K01760
K00163,K01011
K00163,K00140
K00163,K09011
K00163,K01649
K00163,K01652
K00163,K01655
K00163,K00824
K00163,K01571
K00163,K01557
K00163,K02510
K00163,K01666
K00163,K10218
K00163,K00132
K00163,K13788
K00163,K01006
K00163,K01007
K00163,K03777
K00163,K00027
K00163,K00656
K00163,K00029
K00163,K01638
K00163,K00101
K00163,K00156
K00163,K00158
K00163,K01067
K00163,K01026
K00163,K01962
K00163,K04020
K00163,K07246
K00163,K03518
K00163,K00625
K00163,K02160
K00163,K03737
K00163,K00198
K00163,K14138
K00163,K00949
K00163,K00946
K00163,K01662
K00163,K04072
K00163,K00161
K00163,K00162
K00163,K00170
K00163,K00172
K00163,K00171
K00163,K01959
K00163,K01960
K00163,K01644
K00163,K01646
K00163,K11263
K00163,K01963
K00163,K14260
K00163,K14155
K00163,K00167
K00163,K11381
K00163,K01653
K00163,K11258
K00163,K01572
K00163,K01573
K00163,K04021
K00163,K03778
K00163,K02594
K00163,K03519
K00163,K03520
K00163,K00197
K00163,K00194
K00627,K01568
K00627,K00163
K00627,K00016
K00627,K00873
K00627,K00382
K00627,K00169
K00627,K01895
K00627,K00658
K00627,K01647
K00627,K01958
K00627,K01643
K00627,K01625
K00627,K00100
K00627,K01630
K00627,K00648
K00627,K11533
K00627,K01961
K00627,K00626
K00627,K00632
K00627,K00259
K00627,K00830
K00627,K01758
K00627,K01754
K00627,K01752
K00627,K01753
K00627,K01760
K00627,K01011
K00627,K00140
K00627,K09011
K00627,K01649
K00627,K01652
K00627,K01655
K00627,K00824
K00627,K01571
K00627,K01557
K00627,K02510
K00627,K01666
K00627,K10218
K00627,K00132
K00627,K13788
K00627,K01006
K00627,K01007
K00627,K03777
K00627,K00027
K00627,K00656
K00627,K00029
K00627,K01638
K00627,K00101
K00627,K00156
K00627,K00158
K00627,K01067
K00627,K01026
K00627,K01962
K00627,K04020
K00627,K07246
K00627,K03518
K00627,K00625
K00627,K02160
K00627,K03737
K00627,K00198
K00627,K14138
K00627,K01662
K00627,K04072
K00627,K00161
K00627,K00162
K00627,K00170
K00627,K00172
K00627,K00171
K00627,K01959
K00627,K01960
K00627,K01644
K00627,K01646
K00627,K11263
K00627,K01963
K00627,K14260
K00627,K14155
K00627,K01653
K00627,K11258
K00627,K01572
K00627,K01573
K00627,K04021
K00627,K03778
K00627,K02594
K00627,K03519
K00627,K03520
K00627,K00197
K00627,K00194
K00016,K01568
K00016,K00163
K00016,K00627
K00016,K00873
K00016,K00382
K00016,K00169
K00016,K01958
K00016,K01625
K00016,K01630
K00016,K00259
K00016,K00830
K00016,K01758
K00016,K01754
K00016,K01752
K00016,K01753
K00016,K01760
K00016,K01739
K00016,K01011
K00016,K09011
K00016,K00052
K00016,K01652
K00016,K00824
K00016,K01571
K00016,K01557
K00016,K02510
K00016,K01666
K00016,K10218
K00016,K01006
K00016,K01007
K00016,K03777
K00016,K00027
K00016,K00656
K00016,K00029
K00016,K00101
K00016,K00156
K00016,K00158
K00016,K01026
K00016,K07246
K00016,K01505
K00016,K03737
K00016,K01662
K00016,K00161
K00016,K00162
K00016,K00170
K00016,K00172
K00016,K00171
K00016,K01959
K00016,K01960
K00016,K14260
K00016,K14155
K00016,K01653
K00016,K11258
K00016,K01572
K00016,K01573
K00016,K03778
K00873,K01568
K00873,K00163
K00873,K00627
K00873,K00016
K00873,K01689
K00873,K00382
K00873,K01596
K00873,K01610
K00873,K00169
K00873,K01958
K00873,K01625
K00873,K01630
K00873,K00962
K00873,K01768
K00873,K00985
K00873,K03040
K00873,K00527
K00873,K02335
K00873,K01509
K00873,K00940
K00873,K00939
K00873,K00942
K00873,K01139
K00873,K00951
K00873,K01129
K00873,K00259
K00873,K00830
K00873,K01758
K00873,K01754
K00873,K01752
K00873,K01753
K00873,K01760
K00873,K01011
K00873,K09011
K00873,K01652
K00873,K00824
K00873,K01571
K00873,K01557
K00873,K02510
K00873,K01666
K00873,K10218
K00873,K01626
K00873,K01841
K00873,K01595
K00873,K01006
K00873,K01007
K00873,K03777
K00873,K00027
K00873,K00656
K00873,K00029
K00873,K00101
K00873,K00156
K00873,K00158
K00873,K07246
K00873,K03737
K00873,K01662
K00873,K01497
K00873,K01495
K00873,K03639
K00873,K00161
K00873,K00162
K00873,K00170
K00873,K00172
K00873,K00171
K00873,K01959
K00873,K01960
K00873,K00525
K00873,K00526
K00873,K05851
K00873,K03043
K00873,K03046
K00873,K13797
K00873,K03060
K00873,K02337
K00873,K03763
K00873,K02338
K00873,K02343
K00873,K02340
K00873,K02341
K00873,K02342
K00873,K14159
K00873,K02345
K00873,K02339
K00873,K02344
K00873,K07816
K00873,K02428
K00873,K14260
K00873,K14155
K00873,K01653
K00873,K11258
K00873,K01572
K00873,K01573
K00873,K03856
K00873,K13853
K00873,K03778
K00873,K09007
K00873,K03637
K01689,K00873
K01689,K01834
K01689,K01596
K01689,K01610
K01689,K01626
K01689,K01841
K01689,K01595
K01689,K01006
K01689,K01007
K01689,K03856
K01689,K13853
K01834,K01689
K01834,K00927
K01834,K03738
K01834,K00058
K01834,K01061
K01834,K01062
K01834,K01601
K01834,K00865
K00134,K01623
K00134,K01803
K00134,K00927
K00134,K00150
K00134,K03738
K00134,K01625
K00134,K01619
K00134,K00615
K00134,K00616
K00134,K01621
K00134,K01631
K00134,K01662
K00134,K08681
K00134,K06215
K00134,K01624
K00134,K10705
K00134,K08302
K01803,K01623
K01803,K00134
K01803,K00150
K01803,K03738
K01803,K01625
K01803,K01619
K01803,K00615
K01803,K00616
K01803,K01621
K01803,K01629
K01803,K01631
K01803,K00863
K01803,K00057
K01803,K00111
K01803,K00096
K01803,K01734
K01803,K01662
K01803,K08681
K01803,K06215
K01803,K03517
K01803,K01624
K01803,K10705
K01803,K08302
K01803,K05878
K01803,K05879
K01803,K00112
K01803,K00113
K00850,K01623
K00850,K03841
K00850,K01810
K00850,K00844
K00850,K00615
K00850,K00616
K00850,K08094
K00850,K00847
K00850,K00900
K00850,K00009
K00850,K01809
K00850,K00068
K00850,K00895
K00850,K00882
K00850,K00094
K00850,K00917
K00850,K01819
K00850,K00820
K00850,K02564
K00850,K01632
K00850,K01624
K00850,K02446
K00850,K04041
K00850,K06859
K00850,K13831
K00850,K08302
K03841,K01623
K03841,K00850
K03841,K01810
K03841,K00844
K03841,K00615
K03841,K00616
K03841,K08094
K03841,K00847
K03841,K00900
K03841,K00009
K03841,K01809
K03841,K00068
K03841,K00895
K03841,K00882
K03841,K00820
K03841,K02564
K03841,K01632
K03841,K01624
K03841,K02446
K03841,K04041
K03841,K06859
K03841,K13831
K02777,K01810
K02777,K01835
K02777,K00844
K02777,K01792
K02777,K01222
K02777,K00117
K02777,K01193
K02777,K00845
K02777,K01232
K02777,K00697
K02777,K01087
K02777,K01194
K02777,K01226
K02777,K00691
K02777,K00702
K02777,K07106
K02777,K02778
K02777,K02779
K02777,K02790
K02777,K02791
K02777,K06859
K02777,K01223
K01810,K00850
K01810,K03841
K01810,K02777
K01810,K01835
K01810,K00844
K01810,K01792
K01810,K00615
K01810,K00036
K01810,K00616
K01810,K08094
K01810,K00847
K01810,K00900
K01810,K00009
K01810,K01809
K01810,K00068
K01810,K00895
K01810,K01193
K01810,K00845
K01810,K00820
K01810,K01838
K01810,K02564
K01810,K02446
K01810,K04041
K01810,K02778
K01810,K02779
K01810,K06859
K01810,K13831
K01835,K02777
K01835,K01810
K01835,K00844
K01835,K01792
K01835,K01085
K01835,K05344
K01835,K00852
K01835,K01839
K01835,K00948
K01835,K00615
K01835,K01807
K01835,K00963
K01835,K01808
K01835,K01193
K01835,K00845
K01835,K00965
K01835,K01232
K01835,K00978
K01835,K00975
K01835,K00688
K01835,K00702
K01835,K00690
K01835,K01858
K01835,K00973
K01835,K02778
